setting1,setting2,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
-2.0775844013665466e-06,-0.00014323154142485678,642.3991782156834,1588.498021235068,1405.9869282295365,553.4150250037694,2388.0846215321562,9071.545604264946,47.59125870958476,521.4523136844495,2388.098908025295,8148.519843759882,8.446304104920419,393.2042653440523,38.83712715110682,23.312261662220205
0.0002592139136230137,-0.0001581081992381087,642.4775752633573,1590.0063290566611,1405.9381195510643,553.4491439403625,2388.0856602377567,9069.000860370372,47.59417520495818,521.4162331987263,2388.0933933725846,8147.541210382256,8.443555804137869,392.94625076146616,38.87268457504086,23.31053979612692
0.0008395501090562355,-0.00017827751415799834,642.5995577220053,1591.1113103668445,1404.7507545843873,553.3487913850549,2388.0831627617913,9066.49696308727,47.58234413882071,521.4478469434208,2388.085744890069,8147.0590370027685,8.441455800066688,392.646109646644,38.87967393903414,23.309601119962352
0.0011872711060438353,-0.00021647047219778935,642.7040196283324,1591.7033003538388,1403.1550862497222,553.2510956321869,2388.0749714988774,9066.844159284763,47.56212126995783,521.5549332089449,2388.0781273887483,8147.48406390765,8.438847698419572,392.3958530194993,38.86886166324343,23.312250144721254
0.0012823468932386015,-0.0002626739382908698,642.7982904583864,1592.0952937236052,1402.2727755234957,553.1535863215954,2388.0668375175223,9069.650321492743,47.5553803136702,521.6515842432727,2388.076214299957,8148.648423327745,8.43810444413775,392.2557093082983,38.84677372841384,23.31179520351266
0.0013443063950059773,-0.0003030125681306491,642.8952609112943,1592.4739539855566,1402.0362411585925,553.0538397036862,2388.0613537629565,9073.257077285532,47.55681104724961,521.7085736977768,2388.077252169989,8150.048511955589,8.43979329684367,392.16628427353197,38.81979130802542,23.30555559845555
0.0013314871877437616,-0.00033619895863713415,642.9844564503833,1592.8526142475077,1402.4379741275552,552.9367539540658,2388.059795704556,9076.933272317821,47.571558608760505,521.6957895769016,2388.082340831268,8151.634326625903,8.44283193909818,392.1576087104576,38.79452726718231,23.29165109784605
0.0012791420914230478,-0.0003582278557836803,643.0602618601174,1593.169942213509,1403.3127758263245,552.8263801263981,2388.061109361639,9080.045784111826,47.594450346031145,521.628326384813,2388.0891150631874,8153.1844247495865,8.446256377555164,392.2176703009724,38.77552855400721,23.27292940329998
0.0011797932351408763,-0.0003705297074369463,643.1231090801534,1593.4179380188716,1404.3058447075455,552.7462099475179,2388.0638283262983,9082.414887577079,47.61304988256354,521.5310592482743,2388.0949734135297,8154.327354241705,8.44921547420092,392.2930809646186,38.763635050637426,23.25261253514909
0.0010398502225283553,-0.00037196015530360516,643.1645752871875,1593.52193625983,1405.3833901476603,552.6940061101075,2388.0671888444167,9084.457218150572,47.62845778264955,521.4160791731736,2388.1004261038497,8155.54171682708,8.451196159858965,392.4071979865966,38.75931014032115,23.232341736994012
0.0008213895654347633,-0.0003679549012769604,643.1874680889877,1593.4046049110564,1406.459058330911,552.6820738044137,2388.0700911100644,9086.172775832307,47.63451088625476,521.3034864941399,2388.103640402831,8156.527493514031,8.452023434190036,392.5326599756718,38.760854751148386,23.214650858604124
0.00045577509164365393,-0.00035937221407700737,643.1930833045235,1593.0739438372398,1407.5068023183048,552.7081757231189,2388.073146126536,9087.610576556046,47.63120919337919,521.1925880961861,2388.1054218215436,8157.163248044021,8.451331387393852,392.6687995808385,38.76761242351758,23.199862389950074
7.667374354542189e-05,-0.00034993125815705904,643.1857403303612,1592.5646191186997,1408.5348351086234,552.7462099475179,2388.0766899456426,9088.607233875911,47.62163428404003,521.0886208481044,2388.106475182173,8157.5918466035655,8.449971157484109,392.80226978198226,38.77749793281195,23.186962791124113
-0.0003157809454509515,-0.00033734331693046124,643.17062244238,1591.93262980826,1409.4288786902518,552.8032612841164,2388.0801955770435,9089.26077965943,47.60974818968796,520.9934330565274,2388.1065371445634,8157.949012069852,8.448245017774086,392.9441652895733,38.78935282091104,23.177564511979487
-0.0007115739696718602,-0.00033019107759716705,643.149889338863,1591.126643440832,1410.1122001888614,552.8573295442915,2388.0842854803445,9089.832632220008,47.59483554353329,520.9096431558511,2388.1061963514185,8158.320464154791,8.446184786507283,393.0603677834441,38.79958586764153,23.17102257257489
-0.0010432709575816906,-0.0003281884505838447,643.1313159336289,1590.2863243207798,1410.5927779461251,552.8994654987727,2388.089031734841,9090.012357310476,47.581573743816406,520.8418719126571,2388.1059175206633,8158.577623290517,8.444685351782216,393.1473736708148,38.80719307596571,23.166784132960647
-0.0013776386136711493,-0.0003310493463171623,643.1174938646176,1589.4466718561187,1411.002019942545,552.9333979930894,2388.0939813388704,9090.012357310476,47.57111838304376,520.7919676335779,2388.1054218215436,8158.649056383774,8.443245576263717,393.22503664410533,38.81240613750766,23.165033473119983
-0.001614793948022139,-0.00034049030223711065,643.1161980456478,1588.7486836619937,1411.291117499649,552.9438387605716,2388.098464575542,9089.799954930832,47.566110815515806,520.7605464208243,2388.104693763461,8158.763349332986,8.442660916039355,393.2797594265743,38.81449136212444,23.1644806331703
-0.001750463891547255,-0.00035279215389037667,643.121381321527,1588.1860265121927,1411.580215056753,552.9240758792662,2388.1020389448136,9089.522197972838,47.57293431412533,520.7389828434443,2388.1049571036183,8159.106228180622,8.442692734282858,393.3371516130661,38.8153795133501,23.163743513237385
-0.001796399384236861,-0.00037081579701027807,643.1308839939724,1587.6793684152158,1411.7942223392845,552.8763466564909,2388.104360757332,9089.42416610531,47.58614108562762,520.7297413102815,2388.105251424971,8159.7205527826345,8.442744438928548,393.35917419625486,38.81321705819196,23.163006393304475
-0.0017141428043043105,-0.00038798117141018414,643.1507532181762,1587.3967065295337,1411.9106122648718,552.8118376288338,2388.10473499685,9089.358811526958,47.60518084787675,520.7315896169141,2388.1056077087133,8160.4634569525115,8.443706940794506,393.36651505731777,38.809162454770444,23.16217713337995
-0.0015314691008177371,-0.000401713470930109,643.1801251148254,1587.2927082885753,1411.801731366742,552.7424811019886,2388.103344964355,9089.440504749897,47.62097394546491,520.7556176031375,2388.1048021976435,8161.292080834297,8.44495580685199,393.33982101708904,38.802288936589214,23.161624293430265
-0.0014054135627392832,-0.000414015322583375,643.2146802873538,1587.3647070707773,1411.5539334606526,552.6813280353078,2388.100984964131,9089.947002732124,47.635171224829875,520.7931998379995,2388.1039657053784,8162.1207047160815,8.446168877385531,393.30511876479164,38.792596503648255,23.16171643342188
-0.001293245499194896,-0.00042431454722331865,643.2539867961048,1587.623369362392,1411.3098900682921,552.6194291995213,2388.099434543272,9090.796612250697,47.651789745636925,520.8258532551748,2388.104786707046,8162.9636152165185,8.44783138060855,393.2907707181687,38.78174561258687,23.16061075352251
-0.001240900402874182,-0.00043547204058325763,643.2954530031388,1587.9460305715195,1411.3136445820207,552.5515642108877,2388.099510918684,9092.103703817733,47.67402114433245,520.8332464817051,2388.107652467583,8163.963678522122,8.449676838731708,393.3177984339003,38.76911841907415,23.156556593891494
-0.0011682582283882932,-0.0004429103694898836,643.3403747274258,1588.3593569137902,1411.45256158998,552.4822076840425,2388.100121921978,9093.296424872653,47.696252543027974,520.8270854595966,2388.111044908436,8164.749442547953,8.451649569828879,393.35683846773486,38.756066457583934,23.15139675436111
-0.001079592044824635,-0.0004469156235165283,643.3831367534298,1588.7900162962208,1411.597110368532,552.4135969263032,2388.1009162262603,9094.407452704634,47.715732530993854,520.8141473131686,2388.1143753868987,8165.40662700592,8.453646164608676,393.394543799558,38.742010499056015,23.144670534973287
-0.0010630339021109397,-0.0004486321609565189,643.4202835638978,1589.1920094968486,1411.7491681745412,552.360647319787,2388.1016876179197,9095.681866982493,47.73136054393824,520.7968964512647,2388.117427034606,8165.992378370631,8.455173440296807,393.44359409847834,38.72849515431763,23.138128595568695
-0.0010475440266690958,-0.00045092087754317306,643.4500874002035,1589.5636698771968,1411.8880851825002,552.316646942541,2388.103092925496,9097.021635838706,47.74445725901134,520.7741006694631,2388.1201069079734,8166.620989591295,8.456652988619686,393.4903086688787,38.7162927287824,23.131402376180873
-0.001107366993892769,-0.0004514930566898366,643.47470796063,1589.905830756504,1412.248518500448,552.283833101883,2388.1044447702848,9098.361404694917,47.75656346622178,520.7383667412334,2388.1224924599887,8167.235314193308,8.457591626803016,393.5717254915764,38.70725675544302,23.125044716759504
-0.0011330054084172003,-0.00044662953394319655,643.4863703313583,1590.1799927859538,1412.5601431399236,552.2599684904955,2388.1058042526147,9099.37440065937,47.76470764198152,520.6989361997388,2388.1238866137637,8167.892498651276,8.458180264307817,393.6478035062284,38.70200507863039,23.119792737237507
